X,year,month,measure,day,value
63,2015,2,PrecipitationIn,X16,0
64,2015,2,CloudCover,X16,3
65,2015,2,Events,X16,Snow
66,2015,2,WindDirDegrees,X16,290
67,2015,3,Max.TemperatureF,X16,45
68,2015,3,Mean.TemperatureF,X16,36
69,2015,3,Min.TemperatureF,X16,26
70,2015,3,Max.Dew.PointF,X16,23
71,2015,3,MeanDew.PointF,X16,14
72,2015,3,Min.DewpointF,X16,5
73,2015,3,Max.Humidity,X16,63
74,2015,3,Mean.Humidity,X16,41
75,2015,3,Min.Humidity,X16,19
76,2015,3,Max.Sea.Level.PressureIn,X16,29.95
77,2015,3,Mean.Sea.Level.PressureIn,X16,29.86
78,2015,3,Min.Sea.Level.PressureIn,X16,29.77
79,2015,3,Max.VisibilityMiles,X16,10
80,2015,3,Mean.VisibilityMiles,X16,10
81,2015,3,Min.VisibilityMiles,X16,10
82,2015,3,Max.Wind.SpeedMPH,X16,18
83,2015,3,Mean.Wind.SpeedMPH,X16,9
84,2015,3,Max.Gust.SpeedMPH,X16,25
85,2015,3,PrecipitationIn,X16,0
86,2015,3,CloudCover,X16,2
87,2015,3,Events,X16,
88,2015,3,WindDirDegrees,X16,275
89,2015,4,Max.TemperatureF,X16,60
90,2015,4,Mean.TemperatureF,X16,51
91,2015,4,Min.TemperatureF,X16,41
92,2015,4,Max.Dew.PointF,X16,32
93,2015,4,MeanDew.PointF,X16,23
94,2015,4,Min.DewpointF,X16,16
95,2015,4,Max.Humidity,X16,67
96,2015,4,Mean.Humidity,X16,46
97,2015,4,Min.Humidity,X16,24
98,2015,4,Max.Sea.Level.PressureIn,X16,30.51
99,2015,4,Mean.Sea.Level.PressureIn,X16,30.39
100,2015,4,Min.Sea.Level.PressureIn,X16,30.26
101,2015,4,Max.VisibilityMiles,X16,10
102,2015,4,Mean.VisibilityMiles,X16,10
103,2015,4,Min.VisibilityMiles,X16,10
104,2015,4,Max.Wind.SpeedMPH,X16,23
105,2015,4,Mean.Wind.SpeedMPH,X16,10
106,2015,4,Max.Gust.SpeedMPH,X16,26
107,2015,4,PrecipitationIn,X16,0
108,2015,4,CloudCover,X16,3
109,2015,4,Events,X16,
110,2015,4,WindDirDegrees,X16,130
111,2015,5,Max.TemperatureF,X16,71
112,2015,5,Mean.TemperatureF,X16,63
113,2015,5,Min.TemperatureF,X16,55
114,2015,5,Max.Dew.PointF,X16,57
115,2015,5,MeanDew.PointF,X16,50
116,2015,5,Min.DewpointF,X16,37
117,2015,5,Max.Humidity,X16,90
118,2015,5,Mean.Humidity,X16,67
119,2015,5,Min.Humidity,X16,44
120,2015,5,Max.Sea.Level.PressureIn,X16,30.21
121,2015,5,Mean.Sea.Level.PressureIn,X16,30.17
122,2015,5,Min.Sea.Level.PressureIn,X16,30.12
123,2015,5,Max.VisibilityMiles,X16,10
124,2015,5,Mean.VisibilityMiles,X16,10
125,2015,5,Min.VisibilityMiles,X16,10
126,2015,5,Max.Wind.SpeedMPH,X16,17
127,2015,5,Mean.Wind.SpeedMPH,X16,8
128,2015,5,Max.Gust.SpeedMPH,X16,21
129,2015,5,PrecipitationIn,X16,T
130,2015,5,CloudCover,X16,8
131,2015,5,Events,X16,
132,2015,5,WindDirDegrees,X16,194
133,2015,6,Max.TemperatureF,X16,71
134,2015,6,Mean.TemperatureF,X16,64
135,2015,6,Min.TemperatureF,X16,56
136,2015,6,Max.Dew.PointF,X16,66
137,2015,6,MeanDew.PointF,X16,59
138,2015,6,Min.DewpointF,X16,56
139,2015,6,Max.Humidity,X16,100
140,2015,6,Mean.Humidity,X16,91
141,2015,6,Min.Humidity,X16,81
142,2015,6,Max.Sea.Level.PressureIn,X16,30.01
143,2015,6,Mean.Sea.Level.PressureIn,X16,29.88
144,2015,6,Min.Sea.Level.PressureIn,X16,29.78
145,2015,6,Max.VisibilityMiles,X16,10
146,2015,6,Mean.VisibilityMiles,X16,6
147,2015,6,Min.VisibilityMiles,X16,0
148,2015,6,Max.Wind.SpeedMPH,X16,13
149,2015,6,Mean.Wind.SpeedMPH,X16,5
150,2015,6,Max.Gust.SpeedMPH,X16,18
151,2015,6,PrecipitationIn,X16,T
152,2015,6,CloudCover,X16,7
153,2015,6,Events,X16,Rain
154,2015,6,WindDirDegrees,X16,87
155,2015,7,Max.TemperatureF,X16,68
156,2015,7,Mean.TemperatureF,X16,64
157,2015,7,Min.TemperatureF,X16,59
158,2015,7,Max.Dew.PointF,X16,55
159,2015,7,MeanDew.PointF,X16,51
160,2015,7,Min.DewpointF,X16,48
161,2015,7,Max.Humidity,X16,78
162,2015,7,Mean.Humidity,X16,65
163,2015,7,Min.Humidity,X16,52
164,2015,7,Max.Sea.Level.PressureIn,X16,30.07
165,2015,7,Mean.Sea.Level.PressureIn,X16,30.02
166,2015,7,Min.Sea.Level.PressureIn,X16,29.91
167,2015,7,Max.VisibilityMiles,X16,10
168,2015,7,Mean.VisibilityMiles,X16,10
169,2015,7,Min.VisibilityMiles,X16,10
170,2015,7,Max.Wind.SpeedMPH,X16,18
171,2015,7,Mean.Wind.SpeedMPH,X16,11
172,2015,7,Max.Gust.SpeedMPH,X16,25
173,2015,7,PrecipitationIn,X16,0
174,2015,7,CloudCover,X16,3
175,2015,7,Events,X16,
176,2015,7,WindDirDegrees,X16,59
177,2015,8,Max.TemperatureF,X16,90
178,2015,8,Mean.TemperatureF,X16,79
179,2015,8,Min.TemperatureF,X16,67
180,2015,8,Max.Dew.PointF,X16,68
181,2015,8,MeanDew.PointF,X16,66
182,2015,8,Min.DewpointF,X16,64
183,2015,8,Max.Humidity,X16,93
184,2015,8,Mean.Humidity,X16,70
185,2015,8,Min.Humidity,X16,46
186,2015,8,Max.Sea.Level.PressureIn,X16,30.09
187,2015,8,Mean.Sea.Level.PressureIn,X16,30.07
188,2015,8,Min.Sea.Level.PressureIn,X16,30.04
189,2015,8,Max.VisibilityMiles,X16,10
190,2015,8,Mean.VisibilityMiles,X16,10
191,2015,8,Min.VisibilityMiles,X16,10
192,2015,8,Max.Wind.SpeedMPH,X16,17
193,2015,8,Mean.Wind.SpeedMPH,X16,7
194,2015,8,Max.Gust.SpeedMPH,X16,22
195,2015,8,PrecipitationIn,X16,0
196,2015,8,CloudCover,X16,3
197,2015,8,Events,X16,
198,2015,8,WindDirDegrees,X16,221
199,2015,9,Max.TemperatureF,X16,81
200,2015,9,Mean.TemperatureF,X16,73
201,2015,9,Min.TemperatureF,X16,65
202,2015,9,Max.Dew.PointF,X16,64
203,2015,9,MeanDew.PointF,X16,59
204,2015,9,Min.DewpointF,X16,57
205,2015,9,Max.Humidity,X16,78
206,2015,9,Mean.Humidity,X16,62
207,2015,9,Min.Humidity,X16,45
208,2015,9,Max.Sea.Level.PressureIn,X16,30.32
209,2015,9,Mean.Sea.Level.PressureIn,X16,30.26
210,2015,9,Min.Sea.Level.PressureIn,X16,30.2
211,2015,9,Max.VisibilityMiles,X16,10
212,2015,9,Mean.VisibilityMiles,X16,10
213,2015,9,Min.VisibilityMiles,X16,10
214,2015,9,Max.Wind.SpeedMPH,X16,13
215,2015,9,Mean.Wind.SpeedMPH,X16,7
216,2015,9,Max.Gust.SpeedMPH,X16,21
217,2015,9,PrecipitationIn,X16,0
218,2015,9,CloudCover,X16,1
219,2015,9,Events,X16,
220,2015,9,WindDirDegrees,X16,207
221,2015,10,Max.TemperatureF,X16,61
222,2015,10,Mean.TemperatureF,X16,56
223,2015,10,Min.TemperatureF,X16,50
224,2015,10,Max.Dew.PointF,X16,45
225,2015,10,MeanDew.PointF,X16,40
226,2015,10,Min.DewpointF,X16,35
227,2015,10,Max.Humidity,X16,74
228,2015,10,Mean.Humidity,X16,57
229,2015,10,Min.Humidity,X16,39
230,2015,10,Max.Sea.Level.PressureIn,X16,29.98
231,2015,10,Mean.Sea.Level.PressureIn,X16,29.9
232,2015,10,Min.Sea.Level.PressureIn,X16,29.84
233,2015,10,Max.VisibilityMiles,X16,10
234,2015,10,Mean.VisibilityMiles,X16,10
235,2015,10,Min.VisibilityMiles,X16,10
236,2015,10,Max.Wind.SpeedMPH,X16,22
237,2015,10,Mean.Wind.SpeedMPH,X16,12
238,2015,10,Max.Gust.SpeedMPH,X16,29
239,2015,10,PrecipitationIn,X16,T
240,2015,10,CloudCover,X16,3
241,2015,10,Events,X16,Rain
242,2015,10,WindDirDegrees,X16,262
243,2015,11,Max.TemperatureF,X16,61
244,2015,11,Mean.TemperatureF,X16,50
245,2015,11,Min.TemperatureF,X16,39
246,2015,11,Max.Dew.PointF,X16,37
247,2015,11,MeanDew.PointF,X16,29
248,2015,11,Min.DewpointF,X16,14
249,2015,11,Max.Humidity,X16,66
250,2015,11,Mean.Humidity,X16,42
251,2015,11,Min.Humidity,X16,17
252,2015,11,Max.Sea.Level.PressureIn,X16,30.41
253,2015,11,Mean.Sea.Level.PressureIn,X16,30.18
254,2015,11,Min.Sea.Level.PressureIn,X16,30.09
255,2015,11,Max.VisibilityMiles,X16,10
256,2015,11,Mean.VisibilityMiles,X16,10
257,2015,11,Min.VisibilityMiles,X16,10
258,2015,11,Max.Wind.SpeedMPH,X16,21
259,2015,11,Mean.Wind.SpeedMPH,X16,11
260,2015,11,Max.Gust.SpeedMPH,X16,28
261,2015,11,PrecipitationIn,X16,0
262,2015,11,CloudCover,X16,3
263,2015,11,Events,X16,
264,2015,11,WindDirDegrees,X16,306
1,2014,12,Max.TemperatureF,X17,49
2,2014,12,Mean.TemperatureF,X17,45
3,2014,12,Min.TemperatureF,X17,41
4,2014,12,Max.Dew.PointF,X17,46
5,2014,12,MeanDew.PointF,X17,41
6,2014,12,Min.DewpointF,X17,32
7,2014,12,Max.Humidity,X17,100
8,2014,12,Mean.Humidity,X17,85
9,2014,12,Min.Humidity,X17,70
10,2014,12,Max.Sea.Level.PressureIn,X17,29.91
11,2014,12,Mean.Sea.Level.PressureIn,X17,29.75
12,2014,12,Min.Sea.Level.PressureIn,X17,29.69
13,2014,12,Max.VisibilityMiles,X17,10
14,2014,12,Mean.VisibilityMiles,X17,6
15,2014,12,Min.VisibilityMiles,X17,1
16,2014,12,Max.Wind.SpeedMPH,X17,20
17,2014,12,Mean.Wind.SpeedMPH,X17,11
18,2014,12,Max.Gust.SpeedMPH,X17,26
19,2014,12,PrecipitationIn,X17,0.43
20,2014,12,CloudCover,X17,8
21,2014,12,Events,X17,Rain
22,2014,12,WindDirDegrees,X17,311
23,2015,1,Max.TemperatureF,X17,22
24,2015,1,Mean.TemperatureF,X17,16
25,2015,1,Min.TemperatureF,X17,9
26,2015,1,Max.Dew.PointF,X17,11
27,2015,1,MeanDew.PointF,X17,-3
28,2015,1,Min.DewpointF,X17,-9
29,2015,1,Max.Humidity,X17,67
30,2015,1,Mean.Humidity,X17,46
31,2015,1,Min.Humidity,X17,25
32,2015,1,Max.Sea.Level.PressureIn,X17,30.38
33,2015,1,Mean.Sea.Level.PressureIn,X17,30.31
34,2015,1,Min.Sea.Level.PressureIn,X17,30.14
35,2015,1,Max.VisibilityMiles,X17,10
36,2015,1,Mean.VisibilityMiles,X17,10
37,2015,1,Min.VisibilityMiles,X17,10
38,2015,1,Max.Wind.SpeedMPH,X17,22
39,2015,1,Mean.Wind.SpeedMPH,X17,11
40,2015,1,Max.Gust.SpeedMPH,X17,31
41,2015,1,PrecipitationIn,X17,0
42,2015,1,CloudCover,X17,1
43,2015,1,Events,X17,
44,2015,1,WindDirDegrees,X17,253
45,2015,2,Max.TemperatureF,X17,23
46,2015,2,Mean.TemperatureF,X17,17
47,2015,2,Min.TemperatureF,X17,10
48,2015,2,Max.Dew.PointF,X17,18
49,2015,2,MeanDew.PointF,X17,6
50,2015,2,Min.DewpointF,X17,-7
51,2015,2,Max.Humidity,X17,84
52,2015,2,Mean.Humidity,X17,63
53,2015,2,Min.Humidity,X17,42
54,2015,2,Max.Sea.Level.PressureIn,X17,30.03
55,2015,2,Mean.Sea.Level.PressureIn,X17,29.93
56,2015,2,Min.Sea.Level.PressureIn,X17,29.85
57,2015,2,Max.VisibilityMiles,X17,10
58,2015,2,Mean.VisibilityMiles,X17,7
59,2015,2,Min.VisibilityMiles,X17,1
60,2015,2,Max.Wind.SpeedMPH,X17,14
61,2015,2,Mean.Wind.SpeedMPH,X17,8
62,2015,2,Max.Gust.SpeedMPH,X17,18
63,2015,2,PrecipitationIn,X17,0.02
64,2015,2,CloudCover,X17,7
65,2015,2,Events,X17,Snow
66,2015,2,WindDirDegrees,X17,338
67,2015,3,Max.TemperatureF,X17,51
68,2015,3,Mean.TemperatureF,X17,40
69,2015,3,Min.TemperatureF,X17,28
70,2015,3,Max.Dew.PointF,X17,41
71,2015,3,MeanDew.PointF,X17,27
72,2015,3,Min.DewpointF,X17,4
73,2015,3,Max.Humidity,X17,100
74,2015,3,Mean.Humidity,X17,66
75,2015,3,Min.Humidity,X17,31
76,2015,3,Max.Sea.Level.PressureIn,X17,29.74
77,2015,3,Mean.Sea.Level.PressureIn,X17,29.58
78,2015,3,Min.Sea.Level.PressureIn,X17,29.38
79,2015,3,Max.VisibilityMiles,X17,10
80,2015,3,Mean.VisibilityMiles,X17,8
81,2015,3,Min.VisibilityMiles,X17,2
82,2015,3,Max.Wind.SpeedMPH,X17,38
83,2015,3,Mean.Wind.SpeedMPH,X17,14
84,2015,3,Max.Gust.SpeedMPH,X17,51
85,2015,3,PrecipitationIn,X17,0.14
86,2015,3,CloudCover,X17,5
87,2015,3,Events,X17,Rain-Snow
88,2015,3,WindDirDegrees,X17,250
89,2015,4,Max.TemperatureF,X17,65
90,2015,4,Mean.TemperatureF,X17,56
91,2015,4,Min.TemperatureF,X17,47
92,2015,4,Max.Dew.PointF,X17,54
93,2015,4,MeanDew.PointF,X17,47
94,2015,4,Min.DewpointF,X17,30
95,2015,4,Max.Humidity,X17,89
96,2015,4,Mean.Humidity,X17,70
97,2015,4,Min.Humidity,X17,50
98,2015,4,Max.Sea.Level.PressureIn,X17,30.24
99,2015,4,Mean.Sea.Level.PressureIn,X17,29.99
100,2015,4,Min.Sea.Level.PressureIn,X17,29.86
101,2015,4,Max.VisibilityMiles,X17,10
102,2015,4,Mean.VisibilityMiles,X17,10
103,2015,4,Min.VisibilityMiles,X17,7
104,2015,4,Max.Wind.SpeedMPH,X17,22
105,2015,4,Mean.Wind.SpeedMPH,X17,13
106,2015,4,Max.Gust.SpeedMPH,X17,28
107,2015,4,PrecipitationIn,X17,0.06
108,2015,4,CloudCover,X17,6
109,2015,4,Events,X17,Rain
110,2015,4,WindDirDegrees,X17,237
111,2015,5,Max.TemperatureF,X17,67
112,2015,5,Mean.TemperatureF,X17,60
113,2015,5,Min.TemperatureF,X17,52
114,2015,5,Max.Dew.PointF,X17,59
115,2015,5,MeanDew.PointF,X17,56
116,2015,5,Min.DewpointF,X17,52
117,2015,5,Max.Humidity,X17,100
118,2015,5,Mean.Humidity,X17,89
119,2015,5,Min.Humidity,X17,78
120,2015,5,Max.Sea.Level.PressureIn,X17,30.22
121,2015,5,Mean.Sea.Level.PressureIn,X17,30.13
122,2015,5,Min.Sea.Level.PressureIn,X17,30.09
123,2015,5,Max.VisibilityMiles,X17,10
124,2015,5,Mean.VisibilityMiles,X17,8
125,2015,5,Min.VisibilityMiles,X17,0
126,2015,5,Max.Wind.SpeedMPH,X17,15
127,2015,5,Mean.Wind.SpeedMPH,X17,8
128,2015,5,Max.Gust.SpeedMPH,X17,18
129,2015,5,PrecipitationIn,X17,0
130,2015,5,CloudCover,X17,3
131,2015,5,Events,X17,
132,2015,5,WindDirDegrees,X17,97
133,2015,6,Max.TemperatureF,X17,69
134,2015,6,Mean.TemperatureF,X17,64
135,2015,6,Min.TemperatureF,X17,59
136,2015,6,Max.Dew.PointF,X17,56
137,2015,6,MeanDew.PointF,X17,46
138,2015,6,Min.DewpointF,X17,38
139,2015,6,Max.Humidity,X17,73
140,2015,6,Mean.Humidity,X17,55
141,2015,6,Min.Humidity,X17,37
142,2015,6,Max.Sea.Level.PressureIn,X17,30.18
143,2015,6,Mean.Sea.Level.PressureIn,X17,30.14
144,2015,6,Min.Sea.Level.PressureIn,X17,30.08
145,2015,6,Max.VisibilityMiles,X17,10
146,2015,6,Mean.VisibilityMiles,X17,10
147,2015,6,Min.VisibilityMiles,X17,10
148,2015,6,Max.Wind.SpeedMPH,X17,23
149,2015,6,Mean.Wind.SpeedMPH,X17,10
150,2015,6,Max.Gust.SpeedMPH,X17,28
151,2015,6,PrecipitationIn,X17,0
152,2015,6,CloudCover,X17,5
153,2015,6,Events,X17,
154,2015,6,WindDirDegrees,X17,111
155,2015,7,Max.TemperatureF,X17,75
156,2015,7,Mean.TemperatureF,X17,68
157,2015,7,Min.TemperatureF,X17,60
158,2015,7,Max.Dew.PointF,X17,61
159,2015,7,MeanDew.PointF,X17,58
160,2015,7,Min.DewpointF,X17,53
161,2015,7,Max.Humidity,X17,84
162,2015,7,Mean.Humidity,X17,72
163,2015,7,Min.Humidity,X17,60
164,2015,7,Max.Sea.Level.PressureIn,X17,30.12
165,2015,7,Mean.Sea.Level.PressureIn,X17,30.08
166,2015,7,Min.Sea.Level.PressureIn,X17,30.03
167,2015,7,Max.VisibilityMiles,X17,10
168,2015,7,Mean.VisibilityMiles,X17,10
169,2015,7,Min.VisibilityMiles,X17,10
170,2015,7,Max.Wind.SpeedMPH,X17,17
171,2015,7,Mean.Wind.SpeedMPH,X17,9
172,2015,7,Max.Gust.SpeedMPH,X17,25
173,2015,7,PrecipitationIn,X17,T
174,2015,7,CloudCover,X17,5
175,2015,7,Events,X17,
176,2015,7,WindDirDegrees,X17,151
177,2015,8,Max.TemperatureF,X17,91
178,2015,8,Mean.TemperatureF,X17,81
179,2015,8,Min.TemperatureF,X17,71
180,2015,8,Max.Dew.PointF,X17,71
181,2015,8,MeanDew.PointF,X17,67
182,2015,8,Min.DewpointF,X17,64
183,2015,8,Max.Humidity,X17,84
184,2015,8,Mean.Humidity,X17,64
185,2015,8,Min.Humidity,X17,44
186,2015,8,Max.Sea.Level.PressureIn,X17,30.08
187,2015,8,Mean.Sea.Level.PressureIn,X17,30.04
188,2015,8,Min.Sea.Level.PressureIn,X17,29.99
189,2015,8,Max.VisibilityMiles,X17,10
190,2015,8,Mean.VisibilityMiles,X17,10
191,2015,8,Min.VisibilityMiles,X17,10
192,2015,8,Max.Wind.SpeedMPH,X17,15
193,2015,8,Mean.Wind.SpeedMPH,X17,8
194,2015,8,Max.Gust.SpeedMPH,X17,21
195,2015,8,PrecipitationIn,X17,0
196,2015,8,CloudCover,X17,2
197,2015,8,Events,X17,
198,2015,8,WindDirDegrees,X17,209
199,2015,9,Max.TemperatureF,X17,89
200,2015,9,Mean.TemperatureF,X17,77
201,2015,9,Min.TemperatureF,X17,64
202,2015,9,Max.Dew.PointF,X17,65
203,2015,9,MeanDew.PointF,X17,59
204,2015,9,Min.DewpointF,X17,53
205,2015,9,Max.Humidity,X17,84
206,2015,9,Mean.Humidity,X17,58
207,2015,9,Min.Humidity,X17,31
208,2015,9,Max.Sea.Level.PressureIn,X17,30.19
209,2015,9,Mean.Sea.Level.PressureIn,X17,30.1
210,2015,9,Min.Sea.Level.PressureIn,X17,30.02
211,2015,9,Max.VisibilityMiles,X17,10
212,2015,9,Mean.VisibilityMiles,X17,10
213,2015,9,Min.VisibilityMiles,X17,10
214,2015,9,Max.Wind.SpeedMPH,X17,14
215,2015,9,Mean.Wind.SpeedMPH,X17,7
216,2015,9,Max.Gust.SpeedMPH,X17,20
217,2015,9,PrecipitationIn,X17,0
218,2015,9,CloudCover,X17,1
219,2015,9,Events,X17,
220,2015,9,WindDirDegrees,X17,231
221,2015,10,Max.TemperatureF,X17,56
222,2015,10,Mean.TemperatureF,X17,48
223,2015,10,Min.TemperatureF,X17,40
224,2015,10,Max.Dew.PointF,X17,40
225,2015,10,MeanDew.PointF,X17,32
226,2015,10,Min.DewpointF,X17,24
227,2015,10,Max.Humidity,X17,83
228,2015,10,Mean.Humidity,X17,58
229,2015,10,Min.Humidity,X17,32
230,2015,10,Max.Sea.Level.PressureIn,X17,30.14
231,2015,10,Mean.Sea.Level.PressureIn,X17,30.01
232,2015,10,Min.Sea.Level.PressureIn,X17,29.95
233,2015,10,Max.VisibilityMiles,X17,10
234,2015,10,Mean.VisibilityMiles,X17,10
235,2015,10,Min.VisibilityMiles,X17,10
236,2015,10,Max.Wind.SpeedMPH,X17,23
237,2015,10,Mean.Wind.SpeedMPH,X17,12
238,2015,10,Max.Gust.SpeedMPH,X17,29
239,2015,10,PrecipitationIn,X17,T
240,2015,10,CloudCover,X17,4
241,2015,10,Events,X17,
242,2015,10,WindDirDegrees,X17,287
243,2015,11,Max.TemperatureF,X17,45
244,2015,11,Mean.TemperatureF,X17,39
245,2015,11,Min.TemperatureF,X17,33
246,2015,11,Max.Dew.PointF,X17,31
247,2015,11,MeanDew.PointF,X17,26
248,2015,11,Min.DewpointF,X17,20
249,2015,11,Max.Humidity,X17,76
250,2015,11,Mean.Humidity,X17,62
251,2015,11,Min.Humidity,X17,48
252,2015,11,Max.Sea.Level.PressureIn,X17,30.6
253,2015,11,Mean.Sea.Level.PressureIn,X17,30.54
254,2015,11,Min.Sea.Level.PressureIn,X17,30.42
255,2015,11,Max.VisibilityMiles,X17,10
256,2015,11,Mean.VisibilityMiles,X17,10
257,2015,11,Min.VisibilityMiles,X17,10
258,2015,11,Max.Wind.SpeedMPH,X17,14
259,2015,11,Mean.Wind.SpeedMPH,X17,7
260,2015,11,Max.Gust.SpeedMPH,X17,17
261,2015,11,PrecipitationIn,X17,0
262,2015,11,CloudCover,X17,1
263,2015,11,Events,X17,
264,2015,11,WindDirDegrees,X17,35
1,2014,12,Max.TemperatureF,X18,44
2,2014,12,Mean.TemperatureF,X18,40
3,2014,12,Min.TemperatureF,X18,36
4,2014,12,Max.Dew.PointF,X18,34
5,2014,12,MeanDew.PointF,X18,30
6,2014,12,Min.DewpointF,X18,26
7,2014,12,Max.Humidity,X18,89
8,2014,12,Mean.Humidity,X18,73
9,2014,12,Min.Humidity,X18,57
10,2014,12,Max.Sea.Level.PressureIn,X18,29.87
11,2014,12,Mean.Sea.Level.PressureIn,X18,29.78
12,2014,12,Min.Sea.Level.PressureIn,X18,29.71
13,2014,12,Max.VisibilityMiles,X18,10
14,2014,12,Mean.VisibilityMiles,X18,10
15,2014,12,Min.VisibilityMiles,X18,10
16,2014,12,Max.Wind.SpeedMPH,X18,23
17,2014,12,Mean.Wind.SpeedMPH,X18,14
18,2014,12,Max.Gust.SpeedMPH,X18,30
19,2014,12,PrecipitationIn,X18,0.01
20,2014,12,CloudCover,X18,7
21,2014,12,Events,X18,Rain
22,2014,12,WindDirDegrees,X18,281
23,2015,1,Max.TemperatureF,X18,51
24,2015,1,Mean.TemperatureF,X18,36
25,2015,1,Min.TemperatureF,X18,20
26,2015,1,Max.Dew.PointF,X18,45
27,2015,1,MeanDew.PointF,X18,35
28,2015,1,Min.DewpointF,X18,13
29,2015,1,Max.Humidity,X18,93
30,2015,1,Mean.Humidity,X18,80
31,2015,1,Min.Humidity,X18,67
32,2015,1,Max.Sea.Level.PressureIn,X18,30.26
33,2015,1,Mean.Sea.Level.PressureIn,X18,29.93
34,2015,1,Min.Sea.Level.PressureIn,X18,29.55
35,2015,1,Max.VisibilityMiles,X18,10
36,2015,1,Mean.VisibilityMiles,X18,10
37,2015,1,Min.VisibilityMiles,X18,5
38,2015,1,Max.Wind.SpeedMPH,X18,26
39,2015,1,Mean.Wind.SpeedMPH,X18,10
40,2015,1,Max.Gust.SpeedMPH,X18,33
41,2015,1,PrecipitationIn,X18,0.15
42,2015,1,CloudCover,X18,8
43,2015,1,Events,X18,Rain
44,2015,1,WindDirDegrees,X18,164
45,2015,2,Max.TemperatureF,X18,29
46,2015,2,Mean.TemperatureF,X18,23
47,2015,2,Min.TemperatureF,X18,17
48,2015,2,Max.Dew.PointF,X18,23
49,2015,2,MeanDew.PointF,X18,16
50,2015,2,Min.DewpointF,X18,8
51,2015,2,Max.Humidity,X18,81
52,2015,2,Mean.Humidity,X18,66
53,2015,2,Min.Humidity,X18,50
54,2015,2,Max.Sea.Level.PressureIn,X18,29.95
55,2015,2,Mean.Sea.Level.PressureIn,X18,29.83
56,2015,2,Min.Sea.Level.PressureIn,X18,29.7
57,2015,2,Max.VisibilityMiles,X18,10
58,2015,2,Mean.VisibilityMiles,X18,8
59,2015,2,Min.VisibilityMiles,X18,1
60,2015,2,Max.Wind.SpeedMPH,X18,14
61,2015,2,Mean.Wind.SpeedMPH,X18,5
62,2015,2,Max.Gust.SpeedMPH,X18,17
63,2015,2,PrecipitationIn,X18,0.01
64,2015,2,CloudCover,X18,8
65,2015,2,Events,X18,Snow
66,2015,2,WindDirDegrees,X18,337
67,2015,3,Max.TemperatureF,X18,30
68,2015,3,Mean.TemperatureF,X18,26
69,2015,3,Min.TemperatureF,X18,22
70,2015,3,Max.Dew.PointF,X18,7
71,2015,3,MeanDew.PointF,X18,0
72,2015,3,Min.DewpointF,X18,-6
73,2015,3,Max.Humidity,X18,46
74,2015,3,Mean.Humidity,X18,35
75,2015,3,Min.Humidity,X18,23
76,2015,3,Max.Sea.Level.PressureIn,X18,30.08
77,2015,3,Mean.Sea.Level.PressureIn,X18,29.88
78,2015,3,Min.Sea.Level.PressureIn,X18,29.74
79,2015,3,Max.VisibilityMiles,X18,10
80,2015,3,Mean.VisibilityMiles,X18,10
81,2015,3,Min.VisibilityMiles,X18,10
82,2015,3,Max.Wind.SpeedMPH,X18,36
83,2015,3,Mean.Wind.SpeedMPH,X18,22
84,2015,3,Max.Gust.SpeedMPH,X18,52
85,2015,3,PrecipitationIn,X18,0
86,2015,3,CloudCover,X18,1
87,2015,3,Events,X18,
88,2015,3,WindDirDegrees,X18,302
89,2015,4,Max.TemperatureF,X18,60
90,2015,4,Mean.TemperatureF,X18,52
91,2015,4,Min.TemperatureF,X18,43
92,2015,4,Max.Dew.PointF,X18,47
93,2015,4,MeanDew.PointF,X18,42
94,2015,4,Min.DewpointF,X18,38
95,2015,4,Max.Humidity,X18,89
96,2015,4,Mean.Humidity,X18,68
97,2015,4,Min.Humidity,X18,47
98,2015,4,Max.Sea.Level.PressureIn,X18,30.09
99,2015,4,Mean.Sea.Level.PressureIn,X18,29.94
100,2015,4,Min.Sea.Level.PressureIn,X18,29.83
101,2015,4,Max.VisibilityMiles,X18,10
102,2015,4,Mean.VisibilityMiles,X18,10
103,2015,4,Min.VisibilityMiles,X18,10
104,2015,4,Max.Wind.SpeedMPH,X18,28
105,2015,4,Mean.Wind.SpeedMPH,X18,9
106,2015,4,Max.Gust.SpeedMPH,X18,35
107,2015,4,PrecipitationIn,X18,0
108,2015,4,CloudCover,X18,1
109,2015,4,Events,X18,
110,2015,4,WindDirDegrees,X18,14
111,2015,5,Max.TemperatureF,X18,58
112,2015,5,Mean.TemperatureF,X18,54
113,2015,5,Min.TemperatureF,X18,49
114,2015,5,Max.Dew.PointF,X18,52
115,2015,5,MeanDew.PointF,X18,48
116,2015,5,Min.DewpointF,X18,43
117,2015,5,Max.Humidity,X18,100
118,2015,5,Mean.Humidity,X18,79
119,2015,5,Min.Humidity,X18,57
120,2015,5,Max.Sea.Level.PressureIn,X18,30.3
121,2015,5,Mean.Sea.Level.PressureIn,X18,30.23
122,2015,5,Min.Sea.Level.PressureIn,X18,30.12
123,2015,5,Max.VisibilityMiles,X18,10
124,2015,5,Mean.VisibilityMiles,X18,8
125,2015,5,Min.VisibilityMiles,X18,0
126,2015,5,Max.Wind.SpeedMPH,X18,16
127,2015,5,Mean.Wind.SpeedMPH,X18,10
129,2015,5,PrecipitationIn,X18,0
130,2015,5,CloudCover,X18,6
131,2015,5,Events,X18,Fog
132,2015,5,WindDirDegrees,X18,72
